Data Source,Indicadores del desarrollo mundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,20/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bahrein,BHR,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,50.00,50.00,60.00,60.00,60.00,60.00,70.00,60.00,70.00,70.00,80.00,90.00,100.00,110.00,110.00,110.00,120.00,110.00,130.00,130.00,130.00,140.00,140.00,150.00,150.00,160.00,190.00,180.00,,
Bahamas,BHS,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,30.00,20.00,30.00,20.00,20.00,20.00,20.00,20.00,30.00,20.00,20.00,20.00,30.00,20.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,,
Bosnia y Herzegovina,BIH,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.00,990.00,890.00,800.00,670.00,570.00,500.00,630.00,800.00,850.00,880.00,810.00,800.00,770.00,970.00,920.00,940.00,940.00,890.00,1220.00,1200.00,1340.00,1420.00,1330.00,1430.00,1480.00,1360.00,1350.00,1270.00,1340.00,,
Belarús,BLR,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17490.00,16480.00,13070.00,12760.00,12040.00,11900.00,11930.00,11970.00,11880.00,11830.00,11610.00,11620.00,11280.00,11530.00,11750.00,12110.00,12600.00,12450.00,12990.00,13130.00,13030.00,13530.00,13390.00,13150.00,12730.00,12610.00,11860.00,12280.00,12150.00,12060.00,,
Belice,BLZ,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,100.00,110.00,100.00,100.00,90.00,90.00,90.00,100.00,100.00,100.00,100.00,160.00,230.00,100.00,120.00,110.00,120.00,120.00,150.00,130.00,160.00,150.00,220.00,220.00,230.00,230.00,220.00,200.00,220.00,,
Bermudas,BMU,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010.00,5140.00,5240.00,5380.00,5540.00,5680.00,5480.00,5670.00,6010.00,6350.00,6040.00,6010.00,6890.00,6580.00,7440.00,7980.00,7660.00,7650.00,7670.00,7660.00,9520.00,8460.00,8480.00,8470.00,8050.00,8580.00,9080.00,8890.00,8800.00,9720.00,,
Brasil,BRA,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106270.00,110200.00,111860.00,114640.00,118100.00,120050.00,113010.00,116340.00,123650.00,124030.00,123930.00,129860.00,140220.00,145710.00,156220.00,155130.00,152980.00,158620.00,152420.00,148640.00,166180.00,165610.00,166610.00,167210.00,174020.00,171370.00,175480.00,183640.00,178490.00,182050.00,,
Barbados,BRB,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,40.00,40.00,40.00,50.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,,
Brunei Darussalam,BRN,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,90.00,90.00,80.00,80.00,90.00,90.00,90.00,100.00,110.00,110.00,120.00,110.00,120.00,120.00,120.00,130.00,130.00,130.00,130.00,140.00,130.00,150.00,150.00,140.00,140.00,150.00,140.00,150.00,150.00,,
Bhután,BTN,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,110.00,100.00,110.00,110.00,120.00,120.00,120.00,110.00,120.00,110.00,100.00,110.00,100.00,110.00,120.00,110.00,120.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,100.00,100.00,110.00,110.00,110.00,,
Botswana,BWA,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.00,4410.00,4280.00,4170.00,4320.00,4630.00,5430.00,5140.00,4620.00,4510.00,4320.00,5410.00,5590.00,1940.00,2210.00,2760.00,3800.00,2760.00,7250.00,2620.00,8440.00,10690.00,4390.00,3890.00,2520.00,2210.00,1840.00,3540.00,2390.00,1530.00,,
República Centroafricana,CAF,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040.00,8160.00,8170.00,8190.00,10620.00,10660.00,11690.00,11760.00,12770.00,11530.00,13060.00,11040.00,9840.00,12500.00,11120.00,11630.00,11670.00,11800.00,12450.00,10060.00,11170.00,11740.00,10230.00,10860.00,10610.00,10750.00,11660.00,10850.00,11110.00,9940.00,,
Canadá,CAN,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40220.00,39950.00,40460.00,40230.00,42280.00,43620.00,45930.00,43670.00,40360.00,37140.00,35450.00,34780.00,36080.00,36650.00,38770.00,39860.00,35670.00,39900.00,40190.00,37020.00,37420.00,40040.00,42150.00,41750.00,41190.00,41150.00,40240.00,40940.00,42760.00,41500.00,,
Europa Central y del Báltico,CEB,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86850.00,73820.00,67850.00,65740.00,64990.00,64130.00,66100.00,65790.00,61980.00,59940.00,62830.00,63600.00,60900.00,62300.00,65410.00,65500.00,64480.00,66200.00,63850.00,55660.00,56660.00,57550.00,56140.00,55100.00,54530.00,55760.00,56670.00,56910.00,56940.00,57340.00,,
Suiza,CHE,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840.00,2820.00,2790.00,2740.00,2750.00,2730.00,2710.00,2630.00,2630.00,2550.00,2550.00,2590.00,2480.00,2470.00,2490.00,2540.00,2560.00,2520.00,2590.00,2550.00,2560.00,2510.00,2460.00,2480.00,2450.00,2440.00,2450.00,2440.00,2410.00,2420.00,,
Islas del Canal,CHI,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.00,4640.00,4840.00,5050.00,5350.00,5660.00,5940.00,6150.00,6220.00,6480.00,6570.00,6510.00,6580.00,6330.00,6870.00,6550.00,6760.00,7270.00,8040.00,7960.00,8210.00,7660.00,7670.00,7200.00,6800.00,6840.00,6510.00,6540.00,6590.00,6770.00,,
China,CHN,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295770.00,303320.00,309200.00,301010.00,314550.00,358190.00,384120.00,356010.00,364990.00,380660.00,375420.00,377910.00,396770.00,400790.00,416780.00,427310.00,440230.00,449070.00,464320.00,475730.00,488160.00,497300.00,509380.00,522600.00,534100.00,549330.00,552360.00,548720.00,544840.00,552060.00,,
Côte d'Ivoire,CIV,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.00,2650.00,2700.00,2790.00,2860.00,2930.00,2780.00,2950.00,2990.00,2930.00,3030.00,3250.00,3580.00,3440.00,2870.00,3570.00,3350.00,3480.00,3210.00,3100.00,3110.00,3270.00,3330.00,3560.00,3170.00,3230.00,3830.00,3250.00,3210.00,3090.00,,
Camerún,CMR,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.00,5320.00,5350.00,5370.00,61150.00,61130.00,61260.00,61420.00,61950.00,61890.00,62580.00,62180.00,62130.00,62810.00,62080.00,62850.00,62280.00,62130.00,61960.00,61820.00,62100.00,62030.00,61970.00,62150.00,62060.00,62140.00,62240.00,62200.00,62230.00,62160.00,,
Congo República Democrática del,COD,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13390.00,13320.00,13380.00,13370.00,13390.00,13340.00,10650.00,10430.00,10950.00,10050.00,9870.00,10770.00,13390.00,14610.00,15580.00,15360.00,15610.00,13860.00,14670.00,14560.00,15070.00,14300.00,13860.00,14630.00,14370.00,14880.00,14810.00,15410.00,14430.00,14600.00,,
Congo República del,COG,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.00,1490.00,1490.00,1500.00,1510.00,1510.00,880.00,900.00,930.00,940.00,830.00,880.00,1120.00,1570.00,1640.00,1870.00,1910.00,1750.00,1770.00,1690.00,1920.00,1990.00,1970.00,2050.00,1840.00,2030.00,2050.00,2010.00,2060.00,2030.00,,
Colombia,COL,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18150.00,18130.00,18090.00,18410.00,18660.00,18740.00,18500.00,18490.00,18830.00,18150.00,18630.00,19140.00,19390.00,20110.00,20370.00,20760.00,21260.00,22780.00,21970.00,22160.00,22710.00,22040.00,21580.00,20240.00,20920.00,20410.00,20550.00,21550.00,22610.00,22860.00,,
