Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Mexico,Mexico,1961,BiocapPerCap,0.0223481970866299,0,0.417681888623351,0.449287758724362,1.87176727643915,0.74750119840351,3.508586319277,3A,MX
Mexico,Mexico,1961,EFConsPerCap,0.0223481970866299,0.458696862758349,0.37727450873001,0.0172053232161519,0.294407701638695,0.690977228137034,1.86090982156687,3A,MX
Mexico,Mexico,1962,BiocapPerCap,0.0226873764290129,0,0.408347514711618,0.434851255743038,1.79884708969385,0.723482508666815,3.38821574524433,3A,MX
Mexico,Mexico,1962,EFConsPerCap,0.0226873764290129,0.438197633184636,0.356599034506138,0.0184196226335004,0.299749277385723,0.655589492220278,1.79124243635929,3A,MX
Mexico,Mexico,1963,BiocapPerCap,0.0243224013841242,0,0.422960790604954,0.420930388579935,1.72615167546143,0.700321706519032,3.29468696254947,3A,MX
Mexico,Mexico,1963,EFConsPerCap,0.0243224013841242,0.463494878608761,0.385138077185362,0.021166791823951,0.299970089580824,0.646555158347493,1.84064739693052,3A,MX
Mexico,Mexico,1964,BiocapPerCap,0.0287285650076188,0,0.482886353897439,0.407634213792705,1.65725044976104,0.678200234489935,3.25469981694874,3A,MX
Mexico,Mexico,1964,EFConsPerCap,0.0287285650076188,0.513642087409783,0.423453898929115,0.0212090735743406,0.300134130161414,0.655535319316583,1.94270307439885,3A,MX
Mexico,Mexico,1965,BiocapPerCap,0.0297008290420049,0,0.48227405457285,0.394703607086784,1.59136537576207,0.656686975290077,3.15473084175378,3A,MX
Mexico,Mexico,1965,EFConsPerCap,0.0297008290420049,0.510851654689879,0.402432126865468,0.0219541158292767,0.299636628593529,0.631959308513415,1.89653466353357,3A,MX
Mexico,Mexico,1966,BiocapPerCap,0.0323916932047813,0,0.50822066418026,0.381751027283425,1.53119540419764,0.635137158413432,3.08869594727954,3A,MX
Mexico,Mexico,1966,EFConsPerCap,0.0323916932047813,0.537774716642191,0.438118165497421,0.0233701998456936,0.291501693637531,0.602691306566742,1.92584777539436,3A,MX
Mexico,Mexico,1967,BiocapPerCap,0.0319754245328377,0,0.484555549160259,0.369740891969864,1.46984461390272,0.615155330808415,2.9712718103741,3A,MX
Mexico,Mexico,1967,EFConsPerCap,0.0319754245328377,0.585844518449584,0.406718243216916,0.0266212339418716,0.297596074818185,0.593671256193394,1.94242675115279,3A,MX
Mexico,Mexico,1968,BiocapPerCap,0.0341097718918883,0,0.499425790274171,0.357607062861924,1.40943112099969,0.594967708013703,2.89554145404137,3A,MX
Mexico,Mexico,1968,EFConsPerCap,0.0341097718918883,0.597431172299209,0.434834749443701,0.026979386402397,0.293178601629552,0.56185124891808,1.94838493058483,3A,MX
Mexico,Mexico,1969,BiocapPerCap,0.0333501489382236,0,0.472105749201541,0.346048714008061,1.34931018573547,0.575737538813548,2.77655233669685,3A,MX
Mexico,Mexico,1969,EFConsPerCap,0.0333501489382236,0.635200902271141,0.404215262185839,0.0261160757341607,0.293173830480964,0.533671442118904,1.92572766172923,3A,MX
Mexico,Mexico,1970,BiocapPerCap,0.037951261776501,0,0.493444770228064,0.335539733109695,1.29660074089297,0.565442206488478,2.72897871249571,3A,MX
Mexico,Mexico,1970,EFConsPerCap,0.037951261776501,0.703727761348023,0.472620490905891,0.0262379729252887,0.304513846998815,0.515910767429606,2.06096210138413,3A,MX
Mexico,Mexico,1971,BiocapPerCap,0.0364532873726207,0,0.460819941712681,0.324584020327225,1.24783597619041,0.541837439853211,2.61153066545615,3A,MX
Mexico,Mexico,1971,EFConsPerCap,0.0364532873726207,0.756498566672562,0.433067434582069,0.0305893450706425,0.281714861807353,0.506556447437355,2.0448799429426,3A,MX
Mexico,Mexico,1972,BiocapPerCap,0.03546996717486,0,0.435841683315264,0.314818438989898,1.20064125980834,0.526765524056735,2.5135368733451,3A,MX
Mexico,Mexico,1972,EFConsPerCap,0.03546996717486,0.834966807182845,0.412777416891265,0.0315742861770479,0.277866330413777,0.480504777971118,2.07315958581091,3A,MX
Mexico,Mexico,1973,BiocapPerCap,0.0377298299224288,0,0.452008049406091,0.306004933208673,1.15319793534504,0.513141801200175,2.46208254908241,3A,MX
Mexico,Mexico,1973,EFConsPerCap,0.0377298299224288,0.929798738152406,0.452605419008653,0.035629709690982,0.277738044558875,0.478790870470833,2.21229261180418,3A,MX
Mexico,Mexico,1974,BiocapPerCap,0.0379217974322873,0,0.440977225901447,0.296529916764501,1.11100849634075,0.498341648892431,2.38477908533142,3A,MX
Mexico,Mexico,1974,EFConsPerCap,0.0379217974322873,0.969082631125565,0.481809586114196,0.0326302374401292,0.290669960113382,0.483653839008703,2.29576805123426,3A,MX
Mexico,Mexico,1975,BiocapPerCap,0.0391538171167909,0,0.44343503304165,0.288012338166559,1.07057037528168,0.483847885585946,2.32501944919262,3A,MX
Mexico,Mexico,1975,EFConsPerCap,0.0391538171167909,0.966208827267178,0.475263898993596,0.0353399319874179,0.286359702079544,0.480368637539045,2.28269481498357,3A,MX
Mexico,Mexico,1976,BiocapPerCap,0.0358047042253628,0,0.395275697900054,0.280100065441793,1.02948712592037,0.47038123791217,2.21104883139975,3A,MX
Mexico,Mexico,1976,EFConsPerCap,0.0358047042253628,0.994732398801678,0.383207009737686,0.0328699363498566,0.286274664873902,0.458185031626965,2.19107374561545,3A,MX
Mexico,Mexico,1977,BiocapPerCap,0.0396920992892349,0,0.428615485655299,0.273271293705222,0.992477284842038,0.458737459798738,2.19279362329053,3A,MX
Mexico,Mexico,1977,EFConsPerCap,0.0396920992892349,1.00472064885821,0.448277531258737,0.0322092089294035,0.288235014618931,0.439620915079747,2.25275541803427,3A,MX
Mexico,Mexico,1978,BiocapPerCap,0.0425881595003084,0,0.448971201196644,0.266648046407482,0.954616341976256,0.450870545265595,2.16369429434628,3A,MX
Mexico,Mexico,1978,EFConsPerCap,0.0425881595003084,1.07629792799211,0.467722377487586,0.0418888220558635,0.246988461220658,0.416410373685813,2.29189612194234,3A,MX
Mexico,Mexico,1979,BiocapPerCap,0.0388091173567588,0,0.395560942061567,0.260582271700296,0.914006651387438,0.440446207023088,2.04940518952915,3A,MX
Mexico,Mexico,1979,EFConsPerCap,0.0388091173567588,1.14232990191665,0.419203961597689,0.0492641138179614,0.254877380019818,0.427569285741237,2.33205376045011,3A,MX
Mexico,Mexico,1980,BiocapPerCap,0.0445065387272885,0,0.447358581057693,0.254980286663722,0.869792398139749,0.43085708976521,2.04749489435366,3A,MX
Mexico,Mexico,1980,EFConsPerCap,0.0445065387272885,1.28513638816619,0.563066955312838,0.0569679890822637,0.269880289055106,0.434676475481627,2.65423463582531,3A,MX
Mexico,Mexico,1981,BiocapPerCap,0.0483035043771203,0,0.478949660511294,0.249205665586747,0.839589262693341,0.4201737897405,2.036221882909,3A,MX
Mexico,Mexico,1981,EFConsPerCap,0.0483035043771203,1.34708410809179,0.606881403193465,0.0794952822627967,0.262888279891513,0.427130018812781,2.77178259662946,3A,MX
Mexico,Mexico,1982,BiocapPerCap,0.0427372351054594,0,0.416605816736277,0.242337768774855,0.81145031307164,0.408474498849606,1.92160563253784,3A,MX
Mexico,Mexico,1982,EFConsPerCap,0.0427372351054594,1.24979207048318,0.494633997881252,0.0574583337846437,0.259647930251066,0.407960182843048,2.51222975034865,3A,MX
Mexico,Mexico,1983,BiocapPerCap,0.0478036939389505,0,0.468017818854488,0.236241083812144,0.783466862087445,0.409137661922474,1.9446671206155,3A,MX
Mexico,Mexico,1983,EFConsPerCap,0.0478036939389505,1.08783307451088,0.590054834230228,0.0444244265256,0.253271434055808,0.40144292864553,2.424830391907,3A,MX
Mexico,Mexico,1984,BiocapPerCap,0.0461673542367936,0,0.439966291512213,0.229713740062128,0.777058549218986,0.398350990292613,1.89125692532273,3A,MX
Mexico,Mexico,1984,EFConsPerCap,0.0461673542367936,1.12256187959359,0.555313553241341,0.061832846251934,0.249816593063566,0.398831772082851,2.43452399847008,3A,MX
Mexico,Mexico,1985,BiocapPerCap,0.0506001640211196,0,0.478965351641234,0.223752540953921,0.758904516721145,0.388489108922848,1.90071168226027,3A,MX
Mexico,Mexico,1985,EFConsPerCap,0.0506001640211196,1.18089605560065,0.574444249199732,0.0596822544360682,0.253408920277511,0.396600188464662,2.51563183199974,3A,MX
Mexico,Mexico,1986,BiocapPerCap,0.0472823209777487,0,0.436238069874748,0.218328044281877,0.740314843565121,0.379539562882668,1.82170284158216,3A,MX
Mexico,Mexico,1986,EFConsPerCap,0.0472823209777487,1.08512364437086,0.482801237099405,0.0593346800294931,0.248477220367686,0.369388193459598,2.29240729630479,3A,MX
Mexico,Mexico,1987,BiocapPerCap,0.0483055659448479,0,0.458114373952528,0.213664504012414,0.74175346111389,0.37190954760157,1.83374745262525,3A,MX
Mexico,Mexico,1987,EFConsPerCap,0.0483055659448479,1.09679286516826,0.516643889204674,0.0610816469729633,0.249955642857427,0.362315796562611,2.33509540671078,3A,MX
Mexico,Mexico,1988,BiocapPerCap,0.0424722421389596,0,0.402339561506255,0.209041501446894,0.728358878751106,0.364288970140277,1.74650115398349,3A,MX
Mexico,Mexico,1988,EFConsPerCap,0.0424722421389596,1.13455047941908,0.49859603088259,0.070731596947315,0.247956851280164,0.380288658110001,2.37459585877811,3A,MX
Mexico,Mexico,1989,BiocapPerCap,0.0389782961741964,0,0.377139898233313,0.204766299334274,0.71498323101912,0.357251948357109,1.69311967311801,3A,MX
Mexico,Mexico,1989,EFConsPerCap,0.0389782961741964,1.19055906341579,0.493826287626725,0.0777732672427383,0.247564766816817,0.377191850771537,2.4258935320478,3A,MX
Mexico,Mexico,1990,BiocapPerCap,0.043489528396116,0,0.431130801630858,0.19979403348461,0.710945186189333,0.348984400330269,1.73434395003119,3A,MX
Mexico,Mexico,1990,EFConsPerCap,0.043489528396116,1.19618844508848,0.573991225874175,0.0821322901456903,0.242532601602758,0.360645277527748,2.49897936863496,3A,MX
Mexico,Mexico,1991,BiocapPerCap,0.0395887874672474,0,0.399980634383514,0.196275073854317,0.695203191962189,0.343233841422333,1.6742815290896,3A,MX
Mexico,Mexico,1991,EFConsPerCap,0.0395887874672474,1.27304908190724,0.537725236520886,0.0749582491432784,0.241828012296346,0.374970158312228,2.54211952564722,3A,MX
Mexico,Mexico,1992,BiocapPerCap,0.0366907987246117,0,0.364947410215031,0.194616344326155,0.690388309081251,0.340174391939735,1.62681725428678,3A,MX
Mexico,Mexico,1992,EFConsPerCap,0.0366907987246117,1.26897086388318,0.547215353889971,0.0731449985647567,0.244408850378342,0.379297432739284,2.54972829818014,3A,MX
Mexico,Mexico,1993,BiocapPerCap,0.0382247176863931,0,0.374535260377223,0.190751883612311,0.67667142712827,0.333165718438034,1.61334900724223,3A,MX
Mexico,Mexico,1993,EFConsPerCap,0.0382247176863931,1.29927180977409,0.546093388467981,0.0719778660042027,0.254172966639475,0.357034704263441,2.56677545283558,3A,MX
Mexico,Mexico,1994,BiocapPerCap,0.0392378546450169,0,0.378923530461943,0.187342078631777,0.664166407141156,0.326988978163002,1.59665884904289,3A,MX
Mexico,Mexico,1994,EFConsPerCap,0.0392378546450169,1.44887662200353,0.562883319221767,0.0767919405367748,0.25033639230418,0.360284733953038,2.73841086266431,3A,MX
Mexico,Mexico,1995,BiocapPerCap,0.0394122242576673,0,0.375327311921216,0.184048554013811,0.651666608374009,0.321003354072905,1.57145805263961,3A,MX
Mexico,Mexico,1995,EFConsPerCap,0.0394122242576673,1.33902383822856,0.492526721126886,0.079314488399307,0.248633847162758,0.311901863114662,2.51081298228984,3A,MX
Mexico,Mexico,1996,BiocapPerCap,0.043328774332219,0,0.408737756502338,0.180896138005883,0.639130414879483,0.315310978413211,1.58740406213313,3A,MX
Mexico,Mexico,1996,EFConsPerCap,0.043328774332219,1.63915296892973,0.58584357050048,0.089280513627356,0.23430261355731,0.338458160337603,2.9303666012847,3A,MX
Mexico,Mexico,1997,BiocapPerCap,0.0404857050712664,0,0.376980952680149,0.178066565601847,0.626683572448283,0.310130415350156,1.5323472111517,3A,MX
Mexico,Mexico,1997,EFConsPerCap,0.0404857050712664,1.64845774899657,0.545050019534807,0.0943014290908354,0.24427118876042,0.358717324784986,2.93128341623889,3A,MX
Mexico,Mexico,1998,BiocapPerCap,0.0415633457820357,0,0.382176551926502,0.175539204575276,0.61543423869198,0.305540202309786,1.52025354328558,3A,MX
Mexico,Mexico,1998,EFConsPerCap,0.0415633457820357,1.63221309670633,0.610616946719128,0.0706668046326912,0.257651941599606,0.369708179396944,2.98242031483674,3A,MX
Mexico,Mexico,1999,BiocapPerCap,0.0397942925348814,0,0.361491058579434,0.173176974881777,0.603109088418896,0.301186895809651,1.47875831022464,3A,MX
Mexico,Mexico,1999,EFConsPerCap,0.0397942925348814,2.56922492241661,0.608660581357732,0.0772504089953422,0.276812236732484,0.366571197448323,3.93831363948538,3A,MX
Mexico,Mexico,2000,BiocapPerCap,0.0394472866617405,0,0.354118585391457,0.170967871365938,0.591913890942049,0.297120964412631,1.45356859877382,3A,MX
Mexico,Mexico,2000,EFConsPerCap,0.0394472866617405,1.49369322856901,0.617807115711899,0.0742429790648623,0.295101782660589,0.36913807607546,2.88943046874356,3A,MX
Mexico,Mexico,2001,BiocapPerCap,0.0427249774511104,0,0.382144427034277,0.168660986982172,0.582151546667287,0.292948948862144,1.46863088699699,3A,MX
Mexico,Mexico,2001,EFConsPerCap,0.0427249774511104,1.92659781890824,0.656357670126191,0.0757590989220124,0.267763398151837,0.366683839458081,3.33588680301747,3A,MX
Mexico,Mexico,2002,BiocapPerCap,0.0414562975452421,0,0.366667168249269,0.166447212825866,0.575653764578345,0.288871558903993,1.43909600210272,3A,MX
Mexico,Mexico,2002,EFConsPerCap,0.0414562975452421,1.63637147369863,0.666070340015745,0.082658348235129,0.264752134315692,0.375209200035999,3.06651779384644,3A,MX
Mexico,Mexico,2003,BiocapPerCap,0.0431540417897297,0,0.377465318977755,0.16351154213158,0.565244782484588,0.283548492635969,1.43292417801962,3A,MX
Mexico,Mexico,2003,EFConsPerCap,0.0431540417897297,1.36514908607337,0.663079529893583,0.0735017362007689,0.276883287287403,0.341504741367019,2.76327242261187,3A,MX
Mexico,Mexico,2004,BiocapPerCap,0.0422894773917869,0,0.365749126978741,0.16093357888816,0.553266549228307,0.278922525909893,1.40116125839689,3A,MX
Mexico,Mexico,2004,EFConsPerCap,0.0422894773917869,1.04524113637409,0.627924448088986,0.0794508914301638,0.294453814718899,0.322937995757952,2.41229776376188,3A,MX
Mexico,Mexico,2005,BiocapPerCap,0.0380664843869904,0,0.325413720107432,0.158162516386729,0.543495495563575,0.273899147488852,1.33903736393358,3A,MX
